types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatHinduPhilosophicalConcepts,http://dbpedia.org/resource/Akasha,Akasha,172,88,0.9999993347220704,6.285982998720108e-07,3,7,== Biography == | === Side projects ===
http://dbpedia.org/class/yago/WikicatClassicalElements,http://dbpedia.org/resource/Akasha,Akasha,172,88,0.9999993347220704,6.285982998720108e-07,3,7,== Biography == | === Side projects ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Akasha,Akasha,172,88,0.9999993347220704,6.285982998720108e-07,3,7,== Biography == | === Side projects ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Akasha,Akasha,172,88,0.9999993347220704,6.285982998720108e-07,3,7,== Biography == | === Side projects ===
http://dbpedia.org/class/yago/Component105868954,http://dbpedia.org/resource/Akasha,Akasha,172,88,0.9999993347220704,6.285982998720108e-07,3,7,== Biography == | === Side projects ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Akasha,Akasha,172,88,0.9999993347220704,6.285982998720108e-07,3,7,== Biography == | === Side projects ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Akasha,Akasha,172,88,0.9999993347220704,6.285982998720108e-07,3,7,== Biography == | === Side projects ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Akasha,Akasha,172,88,0.9999993347220704,6.285982998720108e-07,3,7,== Biography == | === Side projects ===
http://dbpedia.org/class/yago/Part105867413,http://dbpedia.org/resource/Akasha,Akasha,172,88,0.9999993347220704,6.285982998720108e-07,3,7,== Biography == | === Side projects ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Akasha,Akasha,172,88,0.9999993347220704,6.285982998720108e-07,3,7,== Biography == | === Side projects ===
