types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Warrant_officer,Maresciallo,1370,68,0.9999997176470402,2.7091929824974426e-07,1,3,== Life and career == | === Early life ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Warrant_officer,Maresciallo,1370,68,0.9999997176470402,2.7091929824974426e-07,1,3,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/WikicatMilitaryRanksOfTheBritishArmy,http://dbpedia.org/resource/Warrant_officer,Maresciallo,1370,68,0.9999997176470402,2.7091929824974426e-07,1,3,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/WikicatMilitaryRanksOfTheRoyalNavy,http://dbpedia.org/resource/Warrant_officer,Maresciallo,1370,68,0.9999997176470402,2.7091929824974426e-07,1,3,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Warrant_officer,Maresciallo,1370,68,0.9999997176470402,2.7091929824974426e-07,1,3,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Warrant_officer,Maresciallo,1370,68,0.9999997176470402,2.7091929824974426e-07,1,3,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/MilitaryRank114431471,http://dbpedia.org/resource/Warrant_officer,Maresciallo,1370,68,0.9999997176470402,2.7091929824974426e-07,1,3,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Rank114429985,http://dbpedia.org/resource/Warrant_officer,Maresciallo,1370,68,0.9999997176470402,2.7091929824974426e-07,1,3,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Warrant_officer,Maresciallo,1370,68,0.9999997176470402,2.7091929824974426e-07,1,3,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Status113945919,http://dbpedia.org/resource/Warrant_officer,Maresciallo,1370,68,0.9999997176470402,2.7091929824974426e-07,1,3,== Life and career == | === Early life ===
