types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Hyperreality,hyper-realism,195,35,1.0,4.644597993833443e-19,4,6,== Work == | === Style ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Hyperreality,hyper-realism,195,35,1.0,4.644597993833443e-19,4,6,== Work == | === Style ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Hyperreality,hyper-realism,195,35,1.0,4.644597993833443e-19,4,6,== Work == | === Style ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Hyperreality,hyper-realism,195,35,1.0,4.644597993833443e-19,4,6,== Work == | === Style ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Hyperreality,hyper-realism,195,35,1.0,4.644597993833443e-19,4,6,== Work == | === Style ===
http://dbpedia.org/class/yago/WikicatPhilosophicalConcepts,http://dbpedia.org/resource/Hyperreality,hyper-realism,195,35,1.0,4.644597993833443e-19,4,6,== Work == | === Style ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Hyperreality,hyper-realism,195,35,1.0,4.644597993833443e-19,4,6,== Work == | === Style ===
