types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Aircraft_camouflage,aircraft camouflage,43,130,0.9999999999623412,0.0,7,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/WikicatAircraftMarkings,http://dbpedia.org/resource/Aircraft_camouflage,aircraft camouflage,43,130,0.9999999999623412,0.0,7,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Aircraft_camouflage,aircraft camouflage,43,130,0.9999999999623412,0.0,7,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Aircraft_camouflage,aircraft camouflage,43,130,0.9999999999623412,0.0,7,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Marker107270179,http://dbpedia.org/resource/Aircraft_camouflage,aircraft camouflage,43,130,0.9999999999623412,0.0,7,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Aircraft_camouflage,aircraft camouflage,43,130,0.9999999999623412,0.0,7,16,== Marriage and early years == | === Military career ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Aircraft_camouflage,aircraft camouflage,43,130,0.9999999999623412,0.0,7,16,== Marriage and early years == | === Military career ===
