types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bass_guitar,backing vocals,47268,445,0.8028093980069182,0.2451567692893008,1,131,== Music career == | ==== Abocurragh ====
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Bass_guitar,backing vocals,47268,445,0.8028093980069182,0.2451567692893008,1,131,== Music career == | ==== Abocurragh ====
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Bass_guitar,backing vocals,47268,445,0.8028093980069182,0.2451567692893008,1,131,== Music career == | ==== Abocurragh ====
