types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bookmaker,bookmaking,1330,105,0.9999999999749036,0.0,0,10,== Professional playing career == | === The downfall ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Bookmaker,bookmaking,1330,105,0.9999999999749036,0.0,0,10,== Professional playing career == | === The downfall ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Bookmaker,bookmaking,1330,105,0.9999999999749036,0.0,0,10,== Professional playing career == | === The downfall ===
