types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/News,Current events,6092,0,0.9999999960484304,0.0,1,14,== Biography == | === Current events ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/News,Current events,6092,0,0.9999999960484304,0.0,1,14,== Biography == | === Current events ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/News,Current events,6092,0,0.9999999960484304,0.0,1,14,== Biography == | === Current events ===
