types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Serialism,Serial Music,698,35,1.0,0.0,2,9,== Publications == | === Author ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Serialism,Serial Music,698,35,1.0,0.0,2,9,== Publications == | === Author ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Serialism,Serial Music,698,35,1.0,0.0,2,9,== Publications == | === Author ===
