types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Sustainable_fashion,sustainable clothing,142,80,1.0,0.0,8,57,== Other activities == | === Endorsements ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Sustainable_fashion,sustainable clothing,142,80,1.0,0.0,8,57,== Other activities == | === Endorsements ===
http://dbpedia.org/class/yago/Aesthetic105968971,http://dbpedia.org/resource/Sustainable_fashion,sustainable clothing,142,80,1.0,0.0,8,57,== Other activities == | === Endorsements ===
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Sustainable_fashion,sustainable clothing,142,80,1.0,0.0,8,57,== Other activities == | === Endorsements ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Sustainable_fashion,sustainable clothing,142,80,1.0,0.0,8,57,== Other activities == | === Endorsements ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Sustainable_fashion,sustainable clothing,142,80,1.0,0.0,8,57,== Other activities == | === Endorsements ===
http://dbpedia.org/class/yago/Doctrine105943300,http://dbpedia.org/resource/Sustainable_fashion,sustainable clothing,142,80,1.0,0.0,8,57,== Other activities == | === Endorsements ===
http://dbpedia.org/class/yago/PhilosophicalDoctrine106167328,http://dbpedia.org/resource/Sustainable_fashion,sustainable clothing,142,80,1.0,0.0,8,57,== Other activities == | === Endorsements ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Sustainable_fashion,sustainable clothing,142,80,1.0,0.0,8,57,== Other activities == | === Endorsements ===
http://dbpedia.org/class/yago/WikicatFashionAesthetics,http://dbpedia.org/resource/Sustainable_fashion,sustainable clothing,142,80,1.0,0.0,8,57,== Other activities == | === Endorsements ===
