types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Eurovision_Song_Contest_1980,1980 Eurovision Song Contest,255,94,1.0,0.0,2,6,== Career == | === Songwriting ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Eurovision_Song_Contest_1980,1980 Eurovision Song Contest,255,94,1.0,0.0,2,6,== Career == | === Songwriting ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Eurovision_Song_Contest_1980,1980 Eurovision Song Contest,255,94,1.0,0.0,2,6,== Career == | === Songwriting ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Eurovision_Song_Contest_1980,1980 Eurovision Song Contest,255,94,1.0,0.0,2,6,== Career == | === Songwriting ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Eurovision_Song_Contest_1980,1980 Eurovision Song Contest,255,94,1.0,0.0,2,6,== Career == | === Songwriting ===
http://dbpedia.org/class/yago/WikicatEventsInTheNetherlands,http://dbpedia.org/resource/Eurovision_Song_Contest_1980,1980 Eurovision Song Contest,255,94,1.0,0.0,2,6,== Career == | === Songwriting ===
