types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/WikicatPeopleFromSabadell,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/WikicatPerformanceArtists,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/WikicatCatalanPeople,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Compulsive109950457,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Exhibitionist110070942,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Nude110365399,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Perceiver109626589,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Jimmy_Jump,Jimmy Jump,11,4,0.9999999995106634,0.0,0,6,== Discography == | === Mixtapes ===
