types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Economy,economic policy,7343,16,0.9681741117349892,0.0300917148708942,1,31,== Prime minister (1970–1974) == | === Economic policy ===
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Economy,economic policy,7343,16,0.9681741117349892,0.0300917148708942,1,31,== Prime minister (1970–1974) == | === Economic policy ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Economy,economic policy,7343,16,0.9681741117349892,0.0300917148708942,1,31,== Prime minister (1970–1974) == | === Economic policy ===
