types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/Line113863771,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/Chord113874927,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/ontology/Bridge,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/WikicatChords,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/WikicatMusicalTechniques,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/Shape100027807,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/Simultaneity105048123,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/StraightLine113869991,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/Technique105665146,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/TemporalArrangement105044673,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/TemporalProperty105044528,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/Timing105046009,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/Property104916342,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/WikicatExtendedTechniques,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
http://dbpedia.org/class/yago/WikicatSimultaneities,http://dbpedia.org/resource/Tone_cluster,cluster chords,164,91,1.0,0.0,3,23,== Musical and lyrical style ==
