types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatArtMovements,http://dbpedia.org/resource/Neo-Dada,neodada,174,26,1.0,0.0,5,12,== Work == | === Collaborations ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Neo-Dada,neodada,174,26,1.0,0.0,5,12,== Work == | === Collaborations ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Neo-Dada,neodada,174,26,1.0,0.0,5,12,== Work == | === Collaborations ===
http://dbpedia.org/class/yago/ArtisticMovement108466643,http://dbpedia.org/resource/Neo-Dada,neodada,174,26,1.0,0.0,5,12,== Work == | === Collaborations ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Neo-Dada,neodada,174,26,1.0,0.0,5,12,== Work == | === Collaborations ===
http://dbpedia.org/class/yago/Movement108464601,http://dbpedia.org/resource/Neo-Dada,neodada,174,26,1.0,0.0,5,12,== Work == | === Collaborations ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Neo-Dada,neodada,174,26,1.0,0.0,5,12,== Work == | === Collaborations ===
