types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAmericanComedy-dramaFilms,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/WikicatAmericanCrimeFilms,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/WikicatFilmsAboutJewsAndJudaism,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
http://dbpedia.org/class/yago/WikicatFilmsBasedOnActualEvents,http://dbpedia.org/resource/Holy_Roller,Holy Rollers,38,14,0.9999992527666514,7.472278171727212e-07,1,37,== References == | === Bibliography ===
