types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Emperor,Samraat,5148,0,0.9999999997305906,1.9086781560444584e-10,0,25,== Music projects == | === Film playback ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Emperor,Samraat,5148,0,0.9999999997305906,1.9086781560444584e-10,0,25,== Music projects == | === Film playback ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Emperor,Samraat,5148,0,0.9999999997305906,1.9086781560444584e-10,0,25,== Music projects == | === Film playback ===
