types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Harp,Celtic harp,4987,104,0.5542562658863677,0.8042195669196226,1,12,== Biography == | === Recitals ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Harp,Celtic harp,4987,104,0.5542562658863677,0.8042195669196226,1,12,== Biography == | === Recitals ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Harp,Celtic harp,4987,104,0.5542562658863677,0.8042195669196226,1,12,== Biography == | === Recitals ===
