types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Platoon,platoon leader,3354,65,0.7418053362621896,0.3480625591597748,0,11,== Acting career == | === Stardom ===
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/resource/Platoon,platoon leader,3354,65,0.7418053362621896,0.3480625591597748,0,11,== Acting career == | === Stardom ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Platoon,platoon leader,3354,65,0.7418053362621896,0.3480625591597748,0,11,== Acting career == | === Stardom ===
