types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatMuseumCollections,http://dbpedia.org/resource/Artist_Rooms,ARTIST ROOMS,17,9,1.0,0.0,0,96,== Selected works == | === Exhibitions ===
http://dbpedia.org/class/yago/WikicatNationalGalleriesOfScotland,http://dbpedia.org/resource/Artist_Rooms,ARTIST ROOMS,17,9,1.0,0.0,0,96,== Selected works == | === Exhibitions ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Artist_Rooms,ARTIST ROOMS,17,9,1.0,0.0,0,96,== Selected works == | === Exhibitions ===
http://dbpedia.org/class/yago/Audience108221897,http://dbpedia.org/resource/Artist_Rooms,ARTIST ROOMS,17,9,1.0,0.0,0,96,== Selected works == | === Exhibitions ===
http://dbpedia.org/class/yago/Collection107951464,http://dbpedia.org/resource/Artist_Rooms,ARTIST ROOMS,17,9,1.0,0.0,0,96,== Selected works == | === Exhibitions ===
http://dbpedia.org/class/yago/Gallery108222203,http://dbpedia.org/resource/Artist_Rooms,ARTIST ROOMS,17,9,1.0,0.0,0,96,== Selected works == | === Exhibitions ===
http://dbpedia.org/class/yago/Gathering107975026,http://dbpedia.org/resource/Artist_Rooms,ARTIST ROOMS,17,9,1.0,0.0,0,96,== Selected works == | === Exhibitions ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Artist_Rooms,ARTIST ROOMS,17,9,1.0,0.0,0,96,== Selected works == | === Exhibitions ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Artist_Rooms,ARTIST ROOMS,17,9,1.0,0.0,0,96,== Selected works == | === Exhibitions ===
http://dbpedia.org/class/yago/WikicatTateGalleries,http://dbpedia.org/resource/Artist_Rooms,ARTIST ROOMS,17,9,1.0,0.0,0,96,== Selected works == | === Exhibitions ===
