types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Social_realism,social realists,757,198,1.0,0.0,2,11,== Publications == | === Fiction ===
http://dbpedia.org/class/yago/WikicatArtMovements,http://dbpedia.org/resource/Social_realism,social realists,757,198,1.0,0.0,2,11,== Publications == | === Fiction ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Social_realism,social realists,757,198,1.0,0.0,2,11,== Publications == | === Fiction ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Social_realism,social realists,757,198,1.0,0.0,2,11,== Publications == | === Fiction ===
http://dbpedia.org/class/yago/ArtisticMovement108466643,http://dbpedia.org/resource/Social_realism,social realists,757,198,1.0,0.0,2,11,== Publications == | === Fiction ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Social_realism,social realists,757,198,1.0,0.0,2,11,== Publications == | === Fiction ===
http://dbpedia.org/class/yago/Movement108464601,http://dbpedia.org/resource/Social_realism,social realists,757,198,1.0,0.0,2,11,== Publications == | === Fiction ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Social_realism,social realists,757,198,1.0,0.0,2,11,== Publications == | === Fiction ===
