types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Incidence_(epidemiology),incidence,920,47,0.6213583770190454,0.5312724469718146,8,0,
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Incidence_(epidemiology),incidence,920,47,0.6213583770190454,0.5312724469718146,8,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Broadcaster109875786,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/DiskJockey110017272,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatEthnicGermanPeople,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatGermanDJs,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatGermanHouseMusicians,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatGermanTranceMusicians,http://dbpedia.org/resource/Commander_Tom,Commander Tom,6,0,0.9150449850860372,0.0928424414504967,1,28,== Discography == | === Singles ===
