types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Medieval_music,Medieval music,741,11,1.0,0.0,0,16,== History == | ==== Middle Ages ====
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Medieval_music,Medieval music,741,11,1.0,0.0,0,16,== History == | ==== Middle Ages ====
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Medieval_music,Medieval music,741,11,1.0,0.0,0,16,== History == | ==== Middle Ages ====
