types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/Affiliate109776346,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/Associate109816771,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/WikicatSt.LouisCardinalsMinorLeagueAffiliates,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/WikicatLosAngelesDodgersMinorLeagueAffiliates,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/WikicatMilwaukeeBrewersMinorLeagueAffiliates,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/WikicatMontrealExposMinorLeagueAffiliates,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/Peer109626238,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Ogden_Raptors,Ogden,204,129,0.9462189789420696,0.0353709191369002,1,7,== MLB career == | === Philadelphia Phillies ===
