types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Eunuch,Eunuchs,2787,61,0.9999998563443844,0.0,0,30,== Discography == | === Compilation appearances ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Eunuch,Eunuchs,2787,61,0.9999998563443844,0.0,0,30,== Discography == | === Compilation appearances ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Eunuch,Eunuchs,2787,61,0.9999998563443844,0.0,0,30,== Discography == | === Compilation appearances ===
