types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Independent_Music_Companies_Association,Impala,307,57,0.9988952846084098,0.0006724865886874958,1,10,== Career == | === 2008–2010: Philharmonics ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Independent_Music_Companies_Association,Impala,307,57,0.9988952846084098,0.0006724865886874958,1,10,== Career == | === 2008–2010: Philharmonics ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Independent_Music_Companies_Association,Impala,307,57,0.9988952846084098,0.0006724865886874958,1,10,== Career == | === 2008–2010: Philharmonics ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Independent_Music_Companies_Association,Impala,307,57,0.9988952846084098,0.0006724865886874958,1,10,== Career == | === 2008–2010: Philharmonics ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Independent_Music_Companies_Association,Impala,307,57,0.9988952846084098,0.0006724865886874958,1,10,== Career == | === 2008–2010: Philharmonics ===
http://dbpedia.org/class/yago/Association108049401,http://dbpedia.org/resource/Independent_Music_Companies_Association,Impala,307,57,0.9988952846084098,0.0006724865886874958,1,10,== Career == | === 2008–2010: Philharmonics ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Independent_Music_Companies_Association,Impala,307,57,0.9988952846084098,0.0006724865886874958,1,10,== Career == | === 2008–2010: Philharmonics ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Independent_Music_Companies_Association,Impala,307,57,0.9988952846084098,0.0006724865886874958,1,10,== Career == | === 2008–2010: Philharmonics ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Independent_Music_Companies_Association,Impala,307,57,0.9988952846084098,0.0006724865886874958,1,10,== Career == | === 2008–2010: Philharmonics ===
http://dbpedia.org/class/yago/WikicatNon-profitOrganisationsBasedInBelgium,http://dbpedia.org/resource/Independent_Music_Companies_Association,Impala,307,57,0.9988952846084098,0.0006724865886874958,1,10,== Career == | === 2008–2010: Philharmonics ===
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn2000,http://dbpedia.org/resource/Independent_Music_Companies_Association,Impala,307,57,0.9988952846084098,0.0006724865886874958,1,10,== Career == | === 2008–2010: Philharmonics ===
http://dbpedia.org/class/yago/WikicatTradeAssociations,http://dbpedia.org/resource/Independent_Music_Companies_Association,Impala,307,57,0.9988952846084098,0.0006724865886874958,1,10,== Career == | === 2008–2010: Philharmonics ===
