types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/WikicatPeopleFromTheHague,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/WikicatPerformersOfEarlyMusic,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/WikicatPlayersOfTheRoyalConcertgebouwOrchestra,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/WikicatClassicalCellists,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/WikicatDutchCellists,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/WikicatDutchClassicalCellists,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/WikicatDutchMusicians,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/Cellist109903501,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/Contestant109613191,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/Player110439851,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Anner_Bylsma,Bylsma,61,30,0.9999998962037236,0.0,5,29,== Partial discography == | ==== Other ====
