types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tempo,bpm,8842,220,0.999999999985647,0.0,0,5,== Biography == | === Professional career ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Tempo,bpm,8842,220,0.999999999985647,0.0,0,5,== Biography == | === Professional career ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Tempo,bpm,8842,220,0.999999999985647,0.0,0,5,== Biography == | === Professional career ===
