types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Saffron,saffron,1534,47,0.9999999999999716,2.9007087731180224e-14,9,24,== 1969–1971: Murders and trial == | === Trial ===
http://dbpedia.org/ontology/Colour,http://dbpedia.org/resource/Saffron,saffron,1534,47,0.9999999999999716,2.9007087731180224e-14,9,24,== 1969–1971: Murders and trial == | === Trial ===
http://dbpedia.org/ontology/Album,http://dbpedia.org/resource/Saffron,saffron,1534,47,0.9999999999999716,2.9007087731180224e-14,9,24,== 1969–1971: Murders and trial == | === Trial ===
