types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Induced_coma,induced coma,217,72,1.0,0.0,0,11,== Biography == | === Death ===
http://dbpedia.org/ontology/Album,http://dbpedia.org/resource/Induced_coma,induced coma,217,72,1.0,0.0,0,11,== Biography == | === Death ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Induced_coma,induced coma,217,72,1.0,0.0,0,11,== Biography == | === Death ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Induced_coma,induced coma,217,72,1.0,0.0,0,11,== Biography == | === Death ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Induced_coma,induced coma,217,72,1.0,0.0,0,11,== Biography == | === Death ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Induced_coma,induced coma,217,72,1.0,0.0,0,11,== Biography == | === Death ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Induced_coma,induced coma,217,72,1.0,0.0,0,11,== Biography == | === Death ===
http://dbpedia.org/class/yago/Procedure101023820,http://dbpedia.org/resource/Induced_coma,induced coma,217,72,1.0,0.0,0,11,== Biography == | === Death ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Induced_coma,induced coma,217,72,1.0,0.0,0,11,== Biography == | === Death ===
http://dbpedia.org/class/yago/WikicatNeurologyProcedures,http://dbpedia.org/resource/Induced_coma,induced coma,217,72,1.0,0.0,0,11,== Biography == | === Death ===
