types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAwardsEstablishedIn2002,http://dbpedia.org/resource/Global_Leadership_Awards,Global Leadership Award,26,43,1.0,0.0,15,45,== Other ventures == | === Philanthropy ===
http://dbpedia.org/class/yago/WikicatHumanRightsAwards,http://dbpedia.org/resource/Global_Leadership_Awards,Global Leadership Award,26,43,1.0,0.0,15,45,== Other ventures == | === Philanthropy ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Global_Leadership_Awards,Global Leadership Award,26,43,1.0,0.0,15,45,== Other ventures == | === Philanthropy ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Global_Leadership_Awards,Global Leadership Award,26,43,1.0,0.0,15,45,== Other ventures == | === Philanthropy ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Global_Leadership_Awards,Global Leadership Award,26,43,1.0,0.0,15,45,== Other ventures == | === Philanthropy ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Global_Leadership_Awards,Global Leadership Award,26,43,1.0,0.0,15,45,== Other ventures == | === Philanthropy ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Global_Leadership_Awards,Global Leadership Award,26,43,1.0,0.0,15,45,== Other ventures == | === Philanthropy ===
