types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/WikicatChristianity-relatedControversies,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/WikicatDemons,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/WikicatDemonsInChristianity,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Controversy107183151,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Devil109542339,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Disagreement107180787,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Dispute107181935,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/EvilSpirit109541919,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/SpeechAct107160883,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Spirit109545324,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/SpiritualBeing109504135,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
http://dbpedia.org/class/yago/WikicatNewTestamentPlaces,http://dbpedia.org/resource/Whore_of_Babylon,Babylon,254,180,0.9999999999999432,2.9138000555965465e-14,1,22,== Artwork == | === Subject matter ===
