types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Surreal_number,Surreal Numbers,121,28,1.0,0.0,0,16,== Writings == | === Other works ===
http://dbpedia.org/ontology/Language,http://dbpedia.org/resource/Surreal_number,Surreal Numbers,121,28,1.0,0.0,0,16,== Writings == | === Other works ===
http://dbpedia.org/class/yago/Magnitude105090441,http://dbpedia.org/resource/Surreal_number,Surreal Numbers,121,28,1.0,0.0,0,16,== Writings == | === Other works ===
http://dbpedia.org/class/yago/Number105121418,http://dbpedia.org/resource/Surreal_number,Surreal Numbers,121,28,1.0,0.0,0,16,== Writings == | === Other works ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Surreal_number,Surreal Numbers,121,28,1.0,0.0,0,16,== Writings == | === Other works ===
http://dbpedia.org/class/yago/Amount105107765,http://dbpedia.org/resource/Surreal_number,Surreal Numbers,121,28,1.0,0.0,0,16,== Writings == | === Other works ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Surreal_number,Surreal Numbers,121,28,1.0,0.0,0,16,== Writings == | === Other works ===
http://dbpedia.org/class/yago/WikicatNumbers,http://dbpedia.org/resource/Surreal_number,Surreal Numbers,121,28,1.0,0.0,0,16,== Writings == | === Other works ===
http://dbpedia.org/class/yago/Property104916342,http://dbpedia.org/resource/Surreal_number,Surreal Numbers,121,28,1.0,0.0,0,16,== Writings == | === Other works ===
