types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/resource/Single-photon_emission_computed_tomography,Spect,451,3,0.9999999032981226,0.0,0,27,== Selected Discography == | === With Ex-Centric Sound System ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Single-photon_emission_computed_tomography,Spect,451,3,0.9999999032981226,0.0,0,27,== Selected Discography == | === With Ex-Centric Sound System ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Single-photon_emission_computed_tomography,Spect,451,3,0.9999999032981226,0.0,0,27,== Selected Discography == | === With Ex-Centric Sound System ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Single-photon_emission_computed_tomography,Spect,451,3,0.9999999032981226,0.0,0,27,== Selected Discography == | === With Ex-Centric Sound System ===
http://dbpedia.org/class/yago/Engagement101239064,http://dbpedia.org/resource/Single-photon_emission_computed_tomography,Spect,451,3,0.9999999032981226,0.0,0,27,== Selected Discography == | === With Ex-Centric Sound System ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Single-photon_emission_computed_tomography,Spect,451,3,0.9999999032981226,0.0,0,27,== Selected Discography == | === With Ex-Centric Sound System ===
http://dbpedia.org/class/yago/GroupAction101080366,http://dbpedia.org/resource/Single-photon_emission_computed_tomography,Spect,451,3,0.9999999032981226,0.0,0,27,== Selected Discography == | === With Ex-Centric Sound System ===
http://dbpedia.org/class/yago/Intervention101240210,http://dbpedia.org/resource/Single-photon_emission_computed_tomography,Spect,451,3,0.9999999032981226,0.0,0,27,== Selected Discography == | === With Ex-Centric Sound System ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Single-photon_emission_computed_tomography,Spect,451,3,0.9999999032981226,0.0,0,27,== Selected Discography == | === With Ex-Centric Sound System ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/ontology/MilitaryPerson,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/class/yago/WikicatIsraeliIntelligenceAgencies,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/class/yago/AdministrativeUnit108077292,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/class/yago/Agency108337324,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/class/yago/Intelligence108339454,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/class/yago/LawEnforcementAgency108348815,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
http://dbpedia.org/class/yago/Unit108189659,http://dbpedia.org/resource/Shin_Bet,Shabak,1096,16,0.7912947252184135,0.2608336497404709,0,41,== Selected Discography == | === Producer ===
