types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAce-tenCardGames,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatHungarianCardGames,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatCardGamesIntroducedInThe1920s,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/CardGame100488225,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/Game100455599,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatSoloCardGames,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/class/yago/WikicatThree-playerCardGames,http://dbpedia.org/resource/Ulti,Ulti,9,15,0.9999999562148796,0.0,0,44,== Filmography == | === Television animation ===
http://dbpedia.org/ontology/Royalty,http://dbpedia.org/resource/Sono_Sachiko,Sachiko,18,43,0.9990646740421372,0.0009362002304948102,0,48,== Filmography == | === Theatrical animation ===
http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/resource/Catgirl,Nekomimi,152,0,1.0,0.0,0,70,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatComicsCharacters,http://dbpedia.org/resource/Catgirl,Nekomimi,152,0,1.0,0.0,0,70,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Catgirl,Nekomimi,152,0,1.0,0.0,0,70,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Catgirl,Nekomimi,152,0,1.0,0.0,0,70,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Catgirl,Nekomimi,152,0,1.0,0.0,0,70,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Catgirl,Nekomimi,152,0,1.0,0.0,0,70,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Catgirl,Nekomimi,152,0,1.0,0.0,0,70,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Catgirl,Nekomimi,152,0,1.0,0.0,0,70,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Catgirl,Nekomimi,152,0,1.0,0.0,0,70,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Catgirl,Nekomimi,152,0,1.0,0.0,0,70,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatFemaleStockCharactersInAnimeAndManga,http://dbpedia.org/resource/Catgirl,Nekomimi,152,0,1.0,0.0,0,70,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatGameCharacters,http://dbpedia.org/resource/Catgirl,Nekomimi,152,0,1.0,0.0,0,70,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatStockCharacters,http://dbpedia.org/resource/Catgirl,Nekomimi,152,0,1.0,0.0,0,70,== Filmography == | === Video games ===
