types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Chili_pepper,peppers,2324,14,0.5381502139053289,0.5323250985714764,1,8,== Work == | === Other sculpture ===
http://dbpedia.org/ontology/Food,http://dbpedia.org/resource/Chili_pepper,peppers,2324,14,0.5381502139053289,0.5323250985714764,1,8,== Work == | === Other sculpture ===
http://dbpedia.org/ontology/Plant,http://dbpedia.org/resource/Chili_pepper,peppers,2324,14,0.5381502139053289,0.5323250985714764,1,8,== Work == | === Other sculpture ===
