types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Brass_band,Brass band,992,0,0.9157093194413706,0.0920496043512614,1,42,== Selected works == | === Brass band ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Brass_band,Brass band,992,0,0.9157093194413706,0.0920496043512614,1,42,== Selected works == | === Brass band ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Brass_band,Brass band,992,0,0.9157093194413706,0.0920496043512614,1,42,== Selected works == | === Brass band ===
