types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/WikicatArtGenres,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/WikicatArtMovements,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/WritingStyle107092158,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/WikicatLiteraryGenres,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/WikicatLiteraryMovements,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/ArtisticMovement108466643,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Category105838765,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Genre105845332,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Kind105839024,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Motion100331950,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/Movement108464601,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Decadent_movement,Decadence,366,44,0.9989939824714376,0.000989018085995062,0,97,== Discography == | === Solo works ===
