types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/WikicatBootLoaders,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/WikicatDeviceDrivers,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Worker109632518,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Workman110791221,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Writing106359877,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Code106355894,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/CodingSystem106353757,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Driver106574473,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Employee110053808,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Laborer110241300,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/OperatingSystem106568134,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Program106568978,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Software106566077,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Stevedore110655169,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/UtilityProgram106581410,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
http://dbpedia.org/class/yago/WikicatOperatingSystems,http://dbpedia.org/resource/Booting,boot,1330,472,0.7193760047582841,0.3892719310946809,10,58,== Personal life == | === Activism ===
