types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Valet,valets,573,159,0.9999093063634458,8.986218156033456e-05,2,19,== Life and career == | ==== 1781: Departure ====
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Valet,valets,573,159,0.9999093063634458,8.986218156033456e-05,2,19,== Life and career == | ==== 1781: Departure ====
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Valet,valets,573,159,0.9999093063634458,8.986218156033456e-05,2,19,== Life and career == | ==== 1781: Departure ====
