types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/WikicatBranchesOfPhilosophy,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/AdministrativeUnit108077292,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/Branch108401248,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/Division108220714,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/Unit108189659,http://dbpedia.org/resource/Philosophy_of_mathematics,realist,623,15,0.9067805227454064,0.1027094770457832,0,37,== Philosophy == | === Mathematics ===
