types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInNordland,http://dbpedia.org/resource/Nordland_Teater,Nordland Teater,15,135,1.0,0.0,0,45,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Nordland_Teater,Nordland Teater,15,135,1.0,0.0,0,45,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Nordland_Teater,Nordland Teater,15,135,1.0,0.0,0,45,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Nordland_Teater,Nordland Teater,15,135,1.0,0.0,0,45,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Building102913152,http://dbpedia.org/resource/Nordland_Teater,Nordland Teater,15,135,1.0,0.0,0,45,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Nordland_Teater,Nordland Teater,15,135,1.0,0.0,0,45,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Nordland_Teater,Nordland Teater,15,135,1.0,0.0,0,45,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Nordland_Teater,Nordland Teater,15,135,1.0,0.0,0,45,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Theater104417809,http://dbpedia.org/resource/Nordland_Teater,Nordland Teater,15,135,1.0,0.0,0,45,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Nordland_Teater,Nordland Teater,15,135,1.0,0.0,0,45,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatTheatresInNorway,http://dbpedia.org/resource/Nordland_Teater,Nordland Teater,15,135,1.0,0.0,0,45,== Discography == | === Collaborations ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatTangoMusicians,http://dbpedia.org/resource/Electrocutango,Felino,8,0,0.9996249228689742,0.00030491808125877016,1,106,== Discography == | === Collaborations ===
