types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Aircraft,http://dbpedia.org/resource/O_scale,O scale,277,77,1.0,0.0,4,29,== Other commercial interests == | === Railways ===
http://dbpedia.org/class/yago/WikicatModelRailroadScales,http://dbpedia.org/resource/O_scale,O scale,277,77,1.0,0.0,4,29,== Other commercial interests == | === Railways ===
http://dbpedia.org/class/yago/WikicatScaleModelScales,http://dbpedia.org/resource/O_scale,O scale,277,77,1.0,0.0,4,29,== Other commercial interests == | === Railways ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/O_scale,O scale,277,77,1.0,0.0,4,29,== Other commercial interests == | === Railways ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/O_scale,O scale,277,77,1.0,0.0,4,29,== Other commercial interests == | === Railways ===
http://dbpedia.org/class/yago/Scale113850304,http://dbpedia.org/resource/O_scale,O scale,277,77,1.0,0.0,4,29,== Other commercial interests == | === Railways ===
http://dbpedia.org/class/yago/Standard107260623,http://dbpedia.org/resource/O_scale,O scale,277,77,1.0,0.0,4,29,== Other commercial interests == | === Railways ===
http://dbpedia.org/class/yago/SystemOfMeasurement113577171,http://dbpedia.org/resource/O_scale,O scale,277,77,1.0,0.0,4,29,== Other commercial interests == | === Railways ===
