types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/American_Left,U.S. left,196,129,1.0,0.0,3,14,== Career == | === Writing ===
http://dbpedia.org/class/yago/WikicatPoliticalMovementsInTheUnitedStates,http://dbpedia.org/resource/American_Left,U.S. left,196,129,1.0,0.0,3,14,== Career == | === Writing ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/American_Left,U.S. left,196,129,1.0,0.0,3,14,== Career == | === Writing ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/American_Left,U.S. left,196,129,1.0,0.0,3,14,== Career == | === Writing ===
http://dbpedia.org/class/yago/Movement108464601,http://dbpedia.org/resource/American_Left,U.S. left,196,129,1.0,0.0,3,14,== Career == | === Writing ===
http://dbpedia.org/class/yago/PoliticalMovement108472335,http://dbpedia.org/resource/American_Left,U.S. left,196,129,1.0,0.0,3,14,== Career == | === Writing ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/American_Left,U.S. left,196,129,1.0,0.0,3,14,== Career == | === Writing ===
