types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAncientCities,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/WikicatAncientGreekSitesInIraq,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/WikicatArchaeologicalSitesInIraq,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/WikicatCitiesInIraq,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/WikicatDestroyedCities,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/WikicatRomanTownsAndCities,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/WikicatRomanTownsAndCitiesInIraq,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/City108524735,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Municipality108626283,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Town108665504,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/UrbanArea108675967,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/WikicatFormerPopulatedPlacesInSouthwestAsia,http://dbpedia.org/resource/Singara,Singara,86,1,0.9999999999999716,0.0,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/WikicatPersianLegendaryCreatures,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/WikicatDemons,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/WikicatZoroastrianLegendaryCreatures,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Devil109542339,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/EvilSpirit109541919,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Fiction106367107,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Legend106371413,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/LegendaryCreature109487022,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/LiteraryComposition106364329,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Monster109491966,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/MythicalBeing109484664,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/MythicalMonster109492123,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Spirit109545324,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/SpiritualBeing109504135,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/Story106369829,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
http://dbpedia.org/class/yago/WikicatSupernaturalLegends,http://dbpedia.org/resource/Daeva,deva,168,16,0.6362728669044252,0.3978006909060125,0,87,== Career == | === Tamil films ===
