types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/V16_engine,V16,223,0,0.997042003042836,0.0029666220511551,0,18,== Discography == | === As member ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/V16_engine,V16,223,0,0.997042003042836,0.0029666220511551,0,18,== Discography == | === As member ===
http://dbpedia.org/class/yago/WikicatVEngines,http://dbpedia.org/resource/V16_engine,V16,223,0,0.997042003042836,0.0029666220511551,0,18,== Discography == | === As member ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/V16_engine,V16,223,0,0.997042003042836,0.0029666220511551,0,18,== Discography == | === As member ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/V16_engine,V16,223,0,0.997042003042836,0.0029666220511551,0,18,== Discography == | === As member ===
http://dbpedia.org/class/yago/Engine103287733,http://dbpedia.org/resource/V16_engine,V16,223,0,0.997042003042836,0.0029666220511551,0,18,== Discography == | === As member ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/V16_engine,V16,223,0,0.997042003042836,0.0029666220511551,0,18,== Discography == | === As member ===
http://dbpedia.org/class/yago/Machine103699975,http://dbpedia.org/resource/V16_engine,V16,223,0,0.997042003042836,0.0029666220511551,0,18,== Discography == | === As member ===
http://dbpedia.org/class/yago/Motor103789946,http://dbpedia.org/resource/V16_engine,V16,223,0,0.997042003042836,0.0029666220511551,0,18,== Discography == | === As member ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/V16_engine,V16,223,0,0.997042003042836,0.0029666220511551,0,18,== Discography == | === As member ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/V16_engine,V16,223,0,0.997042003042836,0.0029666220511551,0,18,== Discography == | === As member ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/V16_engine,V16,223,0,0.997042003042836,0.0029666220511551,0,18,== Discography == | === As member ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Louise_Taylor_(singer),Louise Taylor,9,21,0.9999974289595112,0.0,0,37,== Discography == | === As sideman ===
