types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Double_bass,Upright Bass,16152,14,0.99999999999973,0.0,0,13,== Band members == | === Additional Personnel ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Double_bass,Upright Bass,16152,14,0.99999999999973,0.0,0,13,== Band members == | === Additional Personnel ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Double_bass,Upright Bass,16152,14,0.99999999999973,0.0,0,13,== Band members == | === Additional Personnel ===
