types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmusementParksInNewYork,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/AmusementPark108494231,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Park108615149,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Park108615374,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTrolleyParks,http://dbpedia.org/resource/Seabreeze_Amusement_Park,SeaBreeze,25,17,0.9998174676092216,0.00012452745341998435,0,65,== Discography == | === As sideman ===
