types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tzadik,Tzadik,423,43,0.8302186883499482,0.2043495193017466,0,54,== Discography == | === As sideman ===
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Tzadik,Tzadik,423,43,0.8302186883499482,0.2043495193017466,0,54,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Work100575741,http://dbpedia.org/resource/Tzadik,Tzadik,423,43,0.8302186883499482,0.2043495193017466,0,54,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Tzadik,Tzadik,423,43,0.8302186883499482,0.2043495193017466,0,54,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Tzadik,Tzadik,423,43,0.8302186883499482,0.2043495193017466,0,54,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Tzadik,Tzadik,423,43,0.8302186883499482,0.2043495193017466,0,54,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Tzadik,Tzadik,423,43,0.8302186883499482,0.2043495193017466,0,54,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Duty100719494,http://dbpedia.org/resource/Tzadik,Tzadik,423,43,0.8302186883499482,0.2043495193017466,0,54,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Tzadik,Tzadik,423,43,0.8302186883499482,0.2043495193017466,0,54,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Function100720565,http://dbpedia.org/resource/Tzadik,Tzadik,423,43,0.8302186883499482,0.2043495193017466,0,54,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Tzadik,Tzadik,423,43,0.8302186883499482,0.2043495193017466,0,54,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatOrthodoxRabbinicRolesAndTitles,http://dbpedia.org/resource/Tzadik,Tzadik,423,43,0.8302186883499482,0.2043495193017466,0,54,== Discography == | === As sideman ===
