types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Hexadecimal,hexadecimal,1318,136,0.999999999999261,5.633391493459265e-13,0,39,== Personal life == | === Humor ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Hexadecimal,hexadecimal,1318,136,0.999999999999261,5.633391493459265e-13,0,39,== Personal life == | === Humor ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Hexadecimal,hexadecimal,1318,136,0.999999999999261,5.633391493459265e-13,0,39,== Personal life == | === Humor ===
http://dbpedia.org/class/yago/WikicatNumeralSystems,http://dbpedia.org/resource/Hexadecimal,hexadecimal,1318,136,0.999999999999261,5.633391493459265e-13,0,39,== Personal life == | === Humor ===
http://dbpedia.org/class/yago/WikicatPositionalNumeralSystems,http://dbpedia.org/resource/Hexadecimal,hexadecimal,1318,136,0.999999999999261,5.633391493459265e-13,0,39,== Personal life == | === Humor ===
http://dbpedia.org/class/yago/System104377057,http://dbpedia.org/resource/Hexadecimal,hexadecimal,1318,136,0.999999999999261,5.633391493459265e-13,0,39,== Personal life == | === Humor ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Hexadecimal,hexadecimal,1318,136,0.999999999999261,5.633391493459265e-13,0,39,== Personal life == | === Humor ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Hexadecimal,hexadecimal,1318,136,0.999999999999261,5.633391493459265e-13,0,39,== Personal life == | === Humor ===
