types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicalWork,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/WritingStyle107092158,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/WikicatLiteraryGenres,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/WikicatMusicalForms,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/Form106290637,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/WikicatOccitanLiteraryGenres,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
http://dbpedia.org/class/yago/WikicatSongsAboutDeath,http://dbpedia.org/resource/Planh,Planh,80,0,0.9999999258984104,0.0,0,30,== Discography == | === Instrumental ===
