types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Hairdresser,Hairdresser,627,11,0.99999961794933,0.0,2,33,== Views == | === Music journalism ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Hairdresser,Hairdresser,627,11,0.99999961794933,0.0,2,33,== Views == | === Music journalism ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Hairdresser,Hairdresser,627,11,0.99999961794933,0.0,2,33,== Views == | === Music journalism ===
