types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Award,http://dbpedia.org/resource/Ikon_Asean,Ikon Asean,4,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Ikon_Asean,Ikon Asean,4,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatMusicCompetitions,http://dbpedia.org/resource/Ikon_Asean,Ikon Asean,4,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatSingingCompetitions,http://dbpedia.org/resource/Ikon_Asean,Ikon Asean,4,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Ikon_Asean,Ikon Asean,4,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/Ikon_Asean,Ikon Asean,4,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Ikon_Asean,Ikon Asean,4,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Ikon_Asean,Ikon Asean,4,49,1.0,0.0,1,7,== Biography == | === Career ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Ikon_Asean,Ikon Asean,4,49,1.0,0.0,1,7,== Biography == | === Career ===
