types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Surname,http://dbpedia.org/resource/Gyaru,Gyaru,182,74,1.0,0.0,19,17,== Posthumous == | === 2011–present ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Gyaru,Gyaru,182,74,1.0,0.0,19,17,== Posthumous == | === 2011–present ===
http://dbpedia.org/class/yago/WikicatJapaneseSubcultures,http://dbpedia.org/resource/Gyaru,Gyaru,182,74,1.0,0.0,19,17,== Posthumous == | === 2011–present ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Gyaru,Gyaru,182,74,1.0,0.0,19,17,== Posthumous == | === 2011–present ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Gyaru,Gyaru,182,74,1.0,0.0,19,17,== Posthumous == | === 2011–present ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Gyaru,Gyaru,182,74,1.0,0.0,19,17,== Posthumous == | === 2011–present ===
http://dbpedia.org/class/yago/Subculture108288753,http://dbpedia.org/resource/Gyaru,Gyaru,182,74,1.0,0.0,19,17,== Posthumous == | === 2011–present ===
