types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Educational_technology,educational technology,1798,191,1.0,0.0,0,19,== Academic and professional work == | ==== Scholarly journals ====
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Educational_technology,educational technology,1798,191,1.0,0.0,0,19,== Academic and professional work == | ==== Scholarly journals ====
http://dbpedia.org/class/yago/WikicatLearningMethods,http://dbpedia.org/resource/Educational_technology,educational technology,1798,191,1.0,0.0,0,19,== Academic and professional work == | ==== Scholarly journals ====
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Educational_technology,educational technology,1798,191,1.0,0.0,0,19,== Academic and professional work == | ==== Scholarly journals ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Educational_technology,educational technology,1798,191,1.0,0.0,0,19,== Academic and professional work == | ==== Scholarly journals ====
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Educational_technology,educational technology,1798,191,1.0,0.0,0,19,== Academic and professional work == | ==== Scholarly journals ====
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/Educational_technology,educational technology,1798,191,1.0,0.0,0,19,== Academic and professional work == | ==== Scholarly journals ====
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/Educational_technology,educational technology,1798,191,1.0,0.0,0,19,== Academic and professional work == | ==== Scholarly journals ====
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Educational_technology,educational technology,1798,191,1.0,0.0,0,19,== Academic and professional work == | ==== Scholarly journals ====
