types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Guitar,G.,62370,17,0.554373354416152,0.8030533703082962,0,46,== Bibliography == | === Criticism ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Guitar,G.,62370,17,0.554373354416152,0.8030533703082962,0,46,== Bibliography == | === Criticism ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Guitar,G.,62370,17,0.554373354416152,0.8030533703082962,0,46,== Bibliography == | === Criticism ===
