types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/resource/Breeches_role,en travesti,172,224,1.0,2.888760724005676e-16,13,6,== Biography == | === Early years ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Breeches_role,en travesti,172,224,1.0,2.888760724005676e-16,13,6,== Biography == | === Early years ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Breeches_role,en travesti,172,224,1.0,2.888760724005676e-16,13,6,== Biography == | === Early years ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Breeches_role,en travesti,172,224,1.0,2.888760724005676e-16,13,6,== Biography == | === Early years ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Breeches_role,en travesti,172,224,1.0,2.888760724005676e-16,13,6,== Biography == | === Early years ===
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Breeches_role,en travesti,172,224,1.0,2.888760724005676e-16,13,6,== Biography == | === Early years ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Breeches_role,en travesti,172,224,1.0,2.888760724005676e-16,13,6,== Biography == | === Early years ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Breeches_role,en travesti,172,224,1.0,2.888760724005676e-16,13,6,== Biography == | === Early years ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Breeches_role,en travesti,172,224,1.0,2.888760724005676e-16,13,6,== Biography == | === Early years ===
http://dbpedia.org/class/yago/WikicatStockCharacters,http://dbpedia.org/resource/Breeches_role,en travesti,172,224,1.0,2.888760724005676e-16,13,6,== Biography == | === Early years ===
