types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatArtMaterials,http://dbpedia.org/resource/India_ink,ink,275,172,0.5945501535043575,0.4583766520684487,11,32,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/WikicatInks,http://dbpedia.org/resource/India_ink,ink,275,172,0.5945501535043575,0.4583766520684487,11,32,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/India_ink,ink,275,172,0.5945501535043575,0.4583766520684487,11,32,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/Fluid114939900,http://dbpedia.org/resource/India_ink,ink,275,172,0.5945501535043575,0.4583766520684487,11,32,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/Ink114917635,http://dbpedia.org/resource/India_ink,ink,275,172,0.5945501535043575,0.4583766520684487,11,32,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/Liquid114940386,http://dbpedia.org/resource/India_ink,ink,275,172,0.5945501535043575,0.4583766520684487,11,32,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/Material114580897,http://dbpedia.org/resource/India_ink,ink,275,172,0.5945501535043575,0.4583766520684487,11,32,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/Matter100020827,http://dbpedia.org/resource/India_ink,ink,275,172,0.5945501535043575,0.4583766520684487,11,32,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/India_ink,ink,275,172,0.5945501535043575,0.4583766520684487,11,32,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/India_ink,ink,275,172,0.5945501535043575,0.4583766520684487,11,32,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/India_ink,ink,275,172,0.5945501535043575,0.4583766520684487,11,32,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/Substance100019613,http://dbpedia.org/resource/India_ink,ink,275,172,0.5945501535043575,0.4583766520684487,11,32,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/WikicatPaintingMaterials,http://dbpedia.org/resource/India_ink,ink,275,172,0.5945501535043575,0.4583766520684487,11,32,== Composition styles and developments == | === Mature period ===
