types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/DV,mini-DV,594,162,1.0,0.0,1,4,== Life and career == | === Film director ===
http://dbpedia.org/class/yago/WikicatComputerStorageMedia,http://dbpedia.org/resource/DV,mini-DV,594,162,1.0,0.0,1,4,== Life and career == | === Film director ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/DV,mini-DV,594,162,1.0,0.0,1,4,== Life and career == | === Film director ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/DV,mini-DV,594,162,1.0,0.0,1,4,== Life and career == | === Film director ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/DV,mini-DV,594,162,1.0,0.0,1,4,== Life and career == | === Film director ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/DV,mini-DV,594,162,1.0,0.0,1,4,== Life and career == | === Film director ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/DV,mini-DV,594,162,1.0,0.0,1,4,== Life and career == | === Film director ===
http://dbpedia.org/class/yago/StorageMedium106263762,http://dbpedia.org/resource/DV,mini-DV,594,162,1.0,0.0,1,4,== Life and career == | === Film director ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/DV,mini-DV,594,162,1.0,0.0,1,4,== Life and career == | === Film director ===
