types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/InterestRate113319032,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/Outgo113275288,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/Ball113899404,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/Bubble109229709,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/Charge113306870,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/Cost113275847,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/Globule109289709,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/WikicatInterestRates,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/RoundShape113865483,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/Shape100027807,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/Sphere113899200,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/TransferredProperty113252973,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/Possession100032613,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/Rate113325010,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
http://dbpedia.org/class/yago/WikicatEconomicBubbles,http://dbpedia.org/resource/United_States_housing_bubble,meltdown,350,68,0.9314347863801316,0.0736038518063332,0,32,== Writings == | ==== American economy ====
