types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Digital_rights_management,DRM-free,1713,40,0.9999999987882546,0.0,6,7,== Career == | === Amazon.com ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Digital_rights_management,DRM-free,1713,40,0.9999999987882546,0.0,6,7,== Career == | === Amazon.com ===
http://dbpedia.org/ontology/ProgrammingLanguage,http://dbpedia.org/resource/Digital_rights_management,DRM-free,1713,40,0.9999999987882546,0.0,6,7,== Career == | === Amazon.com ===
