types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Logic,logician,9642,89,0.7347225851591356,0.3222511069350757,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Logic,logician,9642,89,0.7347225851591356,0.3222511069350757,2,68,== Language and idiolect == | === Rhetoric ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Logic,logician,9642,89,0.7347225851591356,0.3222511069350757,2,68,== Language and idiolect == | === Rhetoric ===
