types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Hypnotic,soporific,765,97,0.945520408658452,0.0576186270426678,3,8,== Life == | ==== Early campaigns ====
http://dbpedia.org/ontology/Drug,http://dbpedia.org/resource/Hypnotic,soporific,765,97,0.945520408658452,0.0576186270426678,3,8,== Life == | ==== Early campaigns ====
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Hypnotic,soporific,765,97,0.945520408658452,0.0576186270426678,3,8,== Life == | ==== Early campaigns ====
