types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Black_Power_movement,black power movement,317,108,0.8090922999978436,0.2359529314549795,2,10,== Career == | === Author ===
http://dbpedia.org/ontology/MilitaryConflict,http://dbpedia.org/resource/Black_Power_movement,black power movement,317,108,0.8090922999978436,0.2359529314549795,2,10,== Career == | === Author ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Black_Power_movement,black power movement,317,108,0.8090922999978436,0.2359529314549795,2,10,== Career == | === Author ===
