types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Gaon_Digital_Chart,Gaon Single Chart,1504,72,1.0,0.0,3,7,== Music career == | === Solo works ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Gaon_Digital_Chart,Gaon Single Chart,1504,72,1.0,0.0,3,7,== Music career == | === Solo works ===
http://dbpedia.org/class/yago/Chart106999802,http://dbpedia.org/resource/Gaon_Digital_Chart,Gaon Single Chart,1504,72,1.0,0.0,3,7,== Music career == | === Solo works ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Gaon_Digital_Chart,Gaon Single Chart,1504,72,1.0,0.0,3,7,== Music career == | === Solo works ===
http://dbpedia.org/class/yago/VisualCommunication106873252,http://dbpedia.org/resource/Gaon_Digital_Chart,Gaon Single Chart,1504,72,1.0,0.0,3,7,== Music career == | === Solo works ===
http://dbpedia.org/class/yago/WikicatSouthKoreanRecordCharts,http://dbpedia.org/resource/Gaon_Digital_Chart,Gaon Single Chart,1504,72,1.0,0.0,3,7,== Music career == | === Solo works ===
